AT2G31600.2	AT2G31600.3	100.000	112	0	0	48	159	640	751	2.11e-53	207
AT5G64520.5	AT5G64520.10	100.000	67	0	0	9	75	1024	1090	8.54e-29	124
AT5G64520.5	AT5G64520.6	100.000	67	0	0	9	75	1006	1072	8.54e-29	124
AT5G64520.5	AT5G64520.2	100.000	24	0	0	23	46	1006	1029	6.84e-05	45.4
AT5G64520.5	AT5G64520.3	100.000	24	0	0	23	46	1024	1047	6.84e-05	45.4
AT3G18780.1	AT3G18780.3	100.000	69	0	0	39	107	1066	1134	1.32e-29	128
AT3G18780.1	AT3G18780.2	100.000	69	0	0	39	107	1066	1134	1.32e-29	128
AT5G26000.2	AT5G26000.1	100.000	255	0	0	4	258	1372	1626	1.17e-132	472
AT5G37590.2	AT5G37590.1	100.000	129	0	0	1	129	1385	1513	5.84e-63	239
AT2G04395.3	AT2G04395.1	100.000	59	0	0	1	59	293	351	6.67e-24	110
AT2G04395.3	AT2G05210.3	100.000	41	0	0	111	151	456	496	6.76e-14	76.8
AT2G04395.3	AT2G05210.1	100.000	41	0	0	111	151	456	496	6.76e-14	76.8
AT2G04395.3	AT2G05210.2	100.000	41	0	0	111	151	456	496	6.76e-14	76.8
AT1G13609.2	AT1G13609.1	100.000	101	0	0	1	101	137	237	1.90e-47	187
AT2G31865.3	AT2G31865.2	100.000	403	0	0	3	405	1197	1599	0.0	745
AT2G31865.3	AT2G31865.1	100.000	373	0	0	33	405	1197	1569	0.0	689
AT1G52710.2	AT1G52710.1	100.000	98	0	0	1	98	176	273	1.11e-45	182
AT2G22990.4	AT2G22990.3	100.000	72	0	0	1	72	1247	1318	1.34e-31	134
AT2G22990.4	AT2G22990.5	100.000	58	0	0	1	58	1218	1275	8.11e-24	108
AT2G22990.4	AT2G22990.1	100.000	58	0	0	1	58	1245	1302	8.11e-24	108
AT2G22990.4	AT2G22990.6	100.000	58	0	0	1	58	903	960	8.11e-24	108
AT2G22990.4	AT2G22990.2	100.000	58	0	0	1	58	903	960	8.11e-24	108
AT1G55370.1	AT1G55370.2	100.000	42	0	0	22	63	870	911	5.21e-15	78.7
AT1G32940.3	AT1G32940.1	100.000	67	0	0	21	87	1751	1817	1.05e-28	124
AT1G32940.3	AT1G32940.2	100.000	67	0	0	21	87	1598	1664	1.05e-28	124
AT1G32940.3	AT1G32940.4	100.000	67	0	0	21	87	1598	1664	1.05e-28	124
AT1G23950.4	AT1G23950.3	100.000	66	0	0	1	66	743	808	2.55e-28	122
AT1G23950.4	AT1G23950.5	100.000	66	0	0	1	66	668	733	2.55e-28	122
AT1G23950.4	AT1G23950.2	100.000	66	0	0	1	66	758	823	2.55e-28	122
AT1G23950.4	AT1G23950.1	100.000	32	0	0	1	32	758	789	2.03e-09	60.2
AT1G18335.2	AT1G18335.1	100.000	27	0	0	12	38	784	810	2.77e-06	51.0
AT2G30860.1	AT2G30860.2	100.000	25	0	0	1	25	477	501	2.12e-05	47.3
AT5G35680.2	AT5G35680.3	100.000	66	0	0	5	70	388	453	8.05e-28	122
AT1G07780.4	AT1G07780.2	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT1G07780.13	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT1G07780.10	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT1G07780.9	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT1G07780.7	100.000	111	0	0	1	111	408	518	4.92e-53	206
AT1G07780.4	AT1G07780.3	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT1G07780.5	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT1G07780.1	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT1G07780.12	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT1G07780.4	AT5G05590.1	100.000	111	0	0	1	111	615	725	4.92e-53	206
AT5G38550.2	AT5G38550.1	100.000	248	0	0	74	321	1538	1785	1.15e-128	459
AT1G11280.5	AT1G11280.4	100.000	183	0	0	1	183	2022	2204	8.39e-93	339
AT1G11280.5	AT1G11280.2	100.000	183	0	0	1	183	2028	2210	8.39e-93	339
AT1G11280.5	AT1G11280.3	100.000	183	0	0	1	183	1992	2174	8.39e-93	339
AT1G11280.5	AT1G11280.1	100.000	183	0	0	1	183	2058	2240	8.39e-93	339
AT4G27800.3	AT4G27800.1	100.000	51	0	0	1	51	975	1025	3.66e-20	95.3
AT4G27800.3	AT4G27800.2	100.000	26	0	0	1	26	975	1000	2.89e-06	49.1
AT1G51520.1	AT1G51520.2	100.000	315	0	0	64	378	1228	1542	7.81e-166	582
AT4G30130.4	AT4G30130.3	100.000	186	0	0	1	186	1572	1757	1.84e-94	344
AT4G30130.4	AT4G30130.1	100.000	186	0	0	1	186	1572	1757	1.84e-94	344
AT2G18100.2	AT2G18100.1	100.000	121	0	0	1	121	1851	1971	1.87e-58	224
AT2G18100.2	AT2G18100.4	100.000	121	0	0	1	121	1494	1614	1.87e-58	224
AT5G60600.4	AT5G60600.1	100.000	153	0	0	1	153	2067	2219	3.26e-76	283
AT5G60600.4	AT5G60600.2	100.000	153	0	0	1	153	2064	2216	3.26e-76	283
AT3G10605.2	AT3G10140.1	100.000	37	0	0	1	37	65	101	3.37e-12	69.4
AT5G14180.3	AT5G14180.1	100.000	46	0	0	69	114	935	980	6.91e-17	86.1
AT5G14180.3	AT5G14180.4	100.000	46	0	0	69	114	635	680	6.91e-17	86.1
AT5G14180.3	AT5G14180.2	100.000	46	0	0	69	114	608	653	6.91e-17	86.1
AT1G26190.2	AT1G26190.6	100.000	127	0	0	24	150	1381	1507	9.05e-62	235
AT1G26190.2	AT1G26190.1	100.000	127	0	0	24	150	1381	1507	9.05e-62	235
AT1G26190.2	AT1G26190.5	100.000	127	0	0	24	150	1093	1219	9.05e-62	235
AT1G26190.2	AT1G26190.3	100.000	118	0	0	24	141	1381	1498	9.11e-57	219
AT1G26190.2	AT1G26190.4	100.000	117	0	0	24	140	1381	1497	3.28e-56	217
AT3G54730.4	AT3G54730.1	100.000	136	0	0	1	136	1029	1164	9.41e-67	252
AT1G52150.3	AT1G52150.2	100.000	65	0	0	59	123	2365	2429	2.08e-27	121
AT1G52150.3	AT1G52150.1	100.000	65	0	0	59	123	2362	2426	2.08e-27	121
AT5G06530.4	AT5G06530.1	100.000	73	0	0	60	132	2039	2111	8.10e-32	135
AT5G06530.4	AT5G06530.2	100.000	73	0	0	60	132	2039	2111	8.10e-32	135
AT1G48360.1	AT1G48360.6	100.000	456	0	0	58	513	1606	2061	0.0	843
AT1G48360.1	AT1G48360.2	100.000	456	0	0	58	513	2221	2676	0.0	843
AT1G73750.2	AT1G73750.1	100.000	38	0	0	1	38	1322	1359	9.36e-13	71.3
AT1G07745.3	AT1G07745.1	100.000	73	0	0	2	74	686	758	6.99e-32	135
AT1G07745.3	AT1G07745.2	100.000	73	0	0	2	74	632	704	6.99e-32	135
AT3G09080.4	AT3G09080.3	100.000	67	0	0	42	108	3010	3076	1.37e-28	124
AT3G09080.4	AT3G09080.1	100.000	67	0	0	42	108	2779	2845	1.37e-28	124
AT3G09080.4	AT3G09080.2	100.000	67	0	0	42	108	2269	2335	1.37e-28	124
AT5G36180.3	AT5G36180.4	100.000	49	0	0	1	49	972	1020	1.24e-18	91.6
AT3G09600.6	AT3G09600.8	100.000	73	0	0	1	73	657	729	4.61e-32	135
AT3G09600.6	AT3G09600.7	100.000	73	0	0	1	73	825	897	4.61e-32	135
AT3G09600.6	AT3G09600.3	100.000	73	0	0	1	73	657	729	4.61e-32	135
AT3G09600.6	AT3G09600.1	100.000	73	0	0	1	73	825	897	4.61e-32	135
AT1G52100.3	AT1G52100.2	100.000	61	0	0	129	189	1086	1146	5.74e-25	113
AT1G52100.3	AT1G52100.5	100.000	61	0	0	129	189	1086	1146	5.74e-25	113
AT1G52100.3	AT1G52100.1	100.000	41	0	0	149	189	1086	1126	7.54e-14	76.8
AT3G15690.3	AT3G15690.2	100.000	55	0	0	1	55	738	792	4.23e-22	102
AT4G32720.2	AT4G32720.1	100.000	86	0	0	4	89	1217	1302	3.62e-39	159
AT1G73960.2	AT1G73960.1	100.000	1387	0	0	63	1449	2787	4173	0.0	2562
AT1G73960.2	AT1G73960.3	100.000	1387	0	0	63	1449	2466	3852	0.0	2562
AT4G38090.2	AT4G38090.1	100.000	108	0	0	61	168	545	652	3.77e-51	200
AT1G56220.2	AT1G56220.3	100.000	91	0	0	1	91	408	498	6.89e-42	169
AT1G56220.2	AT1G56220.1	100.000	91	0	0	1	91	324	414	6.89e-42	169
AT1G56220.2	AT1G56220.5	100.000	91	0	0	1	91	399	489	6.89e-42	169
AT1G71900.2	AT1G71900.1	100.000	95	0	0	68	162	938	1032	6.09e-44	176
AT4G25340.2	AT4G25340.1	100.000	75	0	0	1	75	1317	1391	3.05e-33	139
AT2G38020.2	AT2G38020.1	100.000	152	0	0	26	177	2426	2577	1.38e-75	281
AT2G21940.3	AT2G21940.5	100.000	134	0	0	50	183	779	912	1.45e-65	248
AT2G21940.3	AT2G21940.2	100.000	134	0	0	50	183	779	912	1.45e-65	248
AT2G21940.3	AT2G21940.1	100.000	134	0	0	50	183	779	912	1.45e-65	248
AT2G21940.3	AT2G21940.4	100.000	134	0	0	50	183	782	915	1.45e-65	248
AT5G01570.4	AT5G01570.3	100.000	78	0	0	1	78	515	592	6.92e-35	145
AT5G01570.4	AT5G01570.2	100.000	78	0	0	1	78	515	592	6.92e-35	145
AT5G01570.4	AT5G01570.5	100.000	60	0	0	1	60	515	574	7.02e-25	111
AT5G01570.4	AT5G01570.1	100.000	60	0	0	1	60	515	574	7.02e-25	111
AT1G03430.2	AT1G03430.1	100.000	57	0	0	55	111	418	474	5.13e-23	106
AT3G57230.2	AT3G57230.5	100.000	302	0	0	80	381	320	621	1.33e-158	558
AT3G57230.2	AT3G57230.1	100.000	302	0	0	80	381	422	723	1.33e-158	558
AT3G57230.2	AT3G57230.4	100.000	302	0	0	80	381	422	723	1.33e-158	558
AT3G57230.2	AT3G57230.3	100.000	302	0	0	80	381	320	621	1.33e-158	558
AT1G63770.1	AT1G63770.6	100.000	87	0	0	1	87	2739	2825	7.98e-40	161
AT1G63770.1	AT1G63770.3	100.000	87	0	0	1	87	2775	2861	7.98e-40	161
AT1G63770.1	AT1G63770.7	100.000	87	0	0	1	87	2463	2549	7.98e-40	161
AT1G63770.1	AT1G63770.4	100.000	87	0	0	1	87	2499	2585	7.98e-40	161
AT1G63770.1	AT1G63770.5	100.000	87	0	0	1	87	2739	2825	7.98e-40	161
AT1G63770.1	AT1G63770.2	100.000	40	0	0	1	40	2751	2790	1.07e-13	75.0
AT5G61910.3	AT5G61910.4	100.000	114	0	0	1	114	2121	2234	1.09e-54	211
AT2G31955.4	AT2G31955.5	100.000	155	0	0	143	297	1019	1173	5.29e-77	287
AT2G31955.4	AT2G31955.1	100.000	155	0	0	143	297	1019	1173	5.29e-77	287
AT2G31955.4	AT2G31955.2	100.000	155	0	0	143	297	1019	1173	5.29e-77	287
AT2G31955.4	AT2G31955.3	100.000	153	0	0	145	297	997	1149	6.84e-76	283
AT5G01650.2	AT5G01650.1	100.000	36	0	0	37	72	313	348	1.38e-11	67.6
AT5G51870.5	AT5G51870.4	100.000	45	0	0	2	46	428	472	1.12e-16	84.2
AT5G51870.5	AT5G51870.1	100.000	45	0	0	2	46	428	472	1.12e-16	84.2
AT5G51870.5	AT5G51870.3	100.000	45	0	0	2	46	458	502	1.12e-16	84.2
AT2G26980.5	AT2G26980.4	100.000	65	0	0	1	65	1214	1278	9.79e-28	121
AT2G26980.5	AT2G26980.3	100.000	65	0	0	1	65	1184	1248	9.79e-28	121
AT2G10608.1	AT2G10608.2	100.000	47	0	0	1	47	230	276	1.31e-17	87.9
AT1G54730.3	AT1G54730.2	100.000	54	0	0	64	117	1286	1339	2.55e-21	100
AT1G54730.3	AT1G54730.5	100.000	54	0	0	64	117	1223	1276	2.55e-21	100
AT3G61950.4	AT3G61950.1	100.000	450	0	0	52	501	628	1077	0.0	832
AT3G61950.4	AT3G61950.2	100.000	450	0	0	52	501	475	924	0.0	832
AT3G61950.4	AT3G61950.3	100.000	369	0	0	52	420	628	996	0.0	682
AT3G61950.4	AT3G61950.6	100.000	369	0	0	52	420	475	843	0.0	682
AT3G54890.3	AT3G54890.1	100.000	51	0	0	1	51	560	610	3.66e-20	95.3
AT3G54890.3	AT3G54890.2	100.000	51	0	0	1	51	458	508	3.66e-20	95.3
AT3G54890.3	AT3G54890.4	100.000	25	0	0	1	25	560	584	1.04e-05	47.3
AT3G17970.2	AT3G17970.1	100.000	48	0	0	40	87	1619	1666	3.82e-18	89.8
AT1G59640.2	AT1G59640.1	100.000	134	0	0	41	174	662	795	1.38e-65	248
AT4G07990.3	AT4G07990.1	100.000	74	0	0	80	153	620	693	2.69e-32	137
AT4G07990.3	AT4G07990.2	100.000	74	0	0	80	153	578	651	2.69e-32	137
AT1G28090.5	AT1G28090.4	100.000	34	0	0	39	72	874	907	1.78e-10	63.9
AT1G28090.5	AT1G28090.1	100.000	32	0	0	41	72	1044	1075	2.30e-09	60.2
AT1G28090.5	AT1G28090.3	100.000	32	0	0	41	72	855	886	2.30e-09	60.2
AT1G28090.5	AT1G28090.2	100.000	32	0	0	41	72	936	967	2.30e-09	60.2
AT2G42640.2	AT2G42640.1	100.000	63	0	0	1	63	1833	1895	1.10e-26	117
AT2G42640.2	AT2G42640.3	100.000	63	0	0	1	63	1833	1895	1.10e-26	117
AT2G42640.2	AT2G42640.4	100.000	63	0	0	1	63	1719	1781	1.10e-26	117
AT4G15270.1	AT4G15270.3	100.000	84	0	0	1	84	705	788	3.54e-38	156
AT5G02580.2	AT5G02580.1	100.000	131	0	0	35	165	146	276	6.05e-64	243
AT5G02580.2	AT5G02580.3	100.000	131	0	0	35	165	125	255	6.05e-64	243
AT2G14170.3	AT2G14170.1	100.000	108	0	0	20	127	1717	1824	2.99e-51	200
AT2G14170.3	AT2G14170.2	100.000	108	0	0	20	127	1390	1497	2.99e-51	200
AT2G16990.3	AT2G16990.6	100.000	94	0	0	1	94	1122	1215	1.24e-43	174
AT2G16990.3	AT2G16990.4	100.000	94	0	0	1	94	1122	1215	1.24e-43	174
AT3G05910.1	AT3G05910.2	100.000	50	0	0	74	123	887	936	4.54e-19	93.5
AT3G53880.2	AT3G53880.1	100.000	91	0	0	15	105	858	948	6.01e-42	169
AT3G56160.4	AT3G56160.1	100.000	93	0	0	1	93	941	1033	3.97e-43	172
AT3G56160.4	AT3G56160.2	100.000	93	0	0	1	93	860	952	3.97e-43	172
AT3G56160.4	AT3G56160.3	100.000	93	0	0	1	93	860	952	3.97e-43	172
AT3G56160.4	AT3G56160.5	100.000	70	0	0	1	70	941	1010	2.42e-30	130
AT3G01980.2	AT3G01980.5	100.000	54	0	0	52	105	450	503	2.22e-21	100
AT3G01980.2	AT3G01980.3	100.000	54	0	0	52	105	612	665	2.22e-21	100
AT3G01980.2	AT3G01980.1	100.000	54	0	0	52	105	522	575	2.22e-21	100
AT3G01980.2	AT3G01980.4	100.000	54	0	0	52	105	522	575	2.22e-21	100
AT3G60500.4	AT3G60500.1	100.000	251	0	0	53	303	1067	1317	2.33e-130	464
AT3G60500.4	AT3G60500.2	100.000	251	0	0	53	303	1067	1317	2.33e-130	464
AT3G60500.4	AT3G60500.3	100.000	251	0	0	53	303	1067	1317	2.33e-130	464
AT1G61310.1	AT1G61190.1	100.000	63	0	0	10	72	2784	2846	1.35e-26	117
AT2G07835.1	ATMG00400.1	100.000	57	0	0	1	57	156	212	2.04e-23	106
AT5G60880.2	AT5G60880.1	100.000	97	0	0	48	144	589	685	4.10e-45	180
AT2G02960.5	AT2G02960.2	100.000	84	0	0	1	84	720	803	3.54e-38	156
AT2G02960.5	AT2G02960.6	100.000	84	0	0	1	84	720	803	3.54e-38	156
AT2G02960.5	AT2G02960.3	100.000	84	0	0	1	84	720	803	3.54e-38	156
AT2G02960.5	AT2G02960.4	100.000	84	0	0	1	84	720	803	3.54e-38	156
AT2G02960.5	AT2G02960.1	100.000	84	0	0	1	84	720	803	3.54e-38	156
AT3G44340.2	AT3G44340.1	100.000	31	0	0	54	84	3181	3211	1.03e-08	58.4
AT3G44340.2	AT3G44340.3	100.000	31	0	0	54	84	3181	3211	1.03e-08	58.4
AT3G44340.2	AT3G44340.4	100.000	31	0	0	54	84	3181	3211	1.03e-08	58.4
AT1G53040.5	AT1G53040.2	100.000	387	0	0	25	411	1237	1623	0.0	715
AT1G53040.5	AT1G53040.1	100.000	387	0	0	25	411	1237	1623	0.0	715
AT1G53040.5	AT1G53040.6	100.000	387	0	0	25	411	1237	1623	0.0	715
AT1G53040.5	AT1G53040.3	100.000	204	0	0	25	228	1237	1440	4.31e-104	377
AT1G53040.5	AT1G53040.4	100.000	204	0	0	25	228	1237	1440	4.31e-104	377
AT5G61200.2	AT5G61200.4	100.000	59	0	0	3	61	1112	1170	4.37e-24	110
AT5G61200.2	AT5G61200.1	100.000	59	0	0	3	61	794	852	4.37e-24	110
AT5G61200.2	AT5G61200.3	100.000	59	0	0	3	61	1112	1170	4.37e-24	110
AT3G27510.2	AT3G27510.1	100.000	207	0	0	1	207	1028	1234	4.40e-106	383
AT1G73910.2	AT1G73910.3	100.000	57	0	0	1	57	389	445	2.04e-23	106
AT3G01990.1	AT3G01990.6	100.000	32	0	0	59	90	1310	1341	3.08e-09	60.2
AT3G01990.1	AT3G01990.11	100.000	32	0	0	59	90	1268	1299	3.08e-09	60.2
AT4G12780.5	AT4G12780.2	100.000	51	0	0	117	167	2329	2379	2.04e-19	95.3
AT4G21990.2	AT4G21990.1	100.000	102	0	0	1	102	1068	1169	4.44e-48	189
AT1G10830.3	AT1G10830.1	100.000	132	0	0	1	132	569	700	1.29e-64	244
AT1G10830.3	AT1G10830.2	100.000	132	0	0	1	132	569	700	1.29e-64	244
AT1G56550.2	AT1G56550.1	100.000	30	0	0	49	78	1053	1082	3.34e-08	56.5
AT1G06630.8	AT1G06630.2	100.000	158	0	0	74	231	1055	1212	8.62e-79	292
AT1G06630.8	AT1G06630.4	100.000	158	0	0	74	231	1055	1212	8.62e-79	292
AT1G06630.8	AT1G06630.3	100.000	158	0	0	74	231	1055	1212	8.62e-79	292
AT1G06630.8	AT1G06630.6	100.000	158	0	0	74	231	1055	1212	8.62e-79	292
AT1G06630.8	AT1G06630.9	100.000	158	0	0	74	231	1082	1239	8.62e-79	292
AT1G06630.8	AT1G06630.1	100.000	92	0	0	74	165	1055	1146	4.22e-42	171
AT1G48850.3	AT1G48850.1	100.000	169	0	0	1	169	1143	1311	5.56e-85	313
AT5G08139.2	AT5G08139.1	100.000	81	0	0	1	81	947	1027	1.57e-36	150
AT1G22520.1	AT1G22520.2	100.000	24	0	0	1	24	342	365	9.02e-05	45.4
AT2G32390.3	AT2G32390.2	100.000	887	0	0	11	897	1670	2556	0.0	1639
AT2G32390.3	AT2G32390.5	100.000	887	0	0	11	897	1976	2862	0.0	1639
AT2G32390.3	AT2G32390.1	100.000	887	0	0	11	897	1802	2688	0.0	1639
AT2G32390.3	AT2G32390.6	100.000	28	0	0	11	38	1976	2003	6.69e-06	52.8
AT1G67570.2	AT1G67570.1	100.000	54	0	0	1	54	1314	1367	8.69e-22	100
AT5G66600.6	AT5G66600.1	100.000	307	0	0	66	372	1539	1845	2.15e-161	568
AT5G66600.6	AT5G66600.9	100.000	307	0	0	66	372	1539	1845	2.15e-161	568
AT5G66600.6	AT5G66600.7	100.000	307	0	0	66	372	1377	1683	2.15e-161	568
AT5G66600.6	AT5G66600.4	100.000	307	0	0	66	372	1539	1845	2.15e-161	568
AT5G66600.6	AT5G66600.2	100.000	307	0	0	66	372	1479	1785	2.15e-161	568
AT5G66600.6	AT5G66600.3	100.000	307	0	0	66	372	1539	1845	2.15e-161	568
AT5G66600.6	AT5G66600.14	100.000	307	0	0	66	372	1539	1845	2.15e-161	568
AT3G19400.2	AT3G19400.1	100.000	249	0	0	76	324	841	1089	3.24e-129	460
AT2G03600.1	AT2G03600.4	100.000	78	0	0	1	78	755	832	6.92e-35	145
AT2G03600.1	AT2G03600.5	100.000	78	0	0	1	78	731	808	6.92e-35	145
AT4G13345.7	AT4G13345.4	100.000	342	0	0	40	381	856	1197	0.0	632
AT4G13345.7	AT4G13345.2	100.000	280	0	0	40	319	856	1135	2.25e-146	518
AT4G13345.7	AT4G13345.6	100.000	280	0	0	40	319	856	1135	2.25e-146	518
AT4G13345.7	AT4G13345.1	100.000	280	0	0	40	319	856	1135	2.25e-146	518
AT4G13345.7	AT4G13345.5	100.000	208	0	0	40	247	856	1063	2.38e-106	385
AT1G77765.4	AT1G77765.2	100.000	67	0	0	9	75	453	519	8.54e-29	124
AT1G77765.4	AT1G77765.3	100.000	67	0	0	9	75	456	522	8.54e-29	124
AT3G44340.5	AT3G44340.1	100.000	31	0	0	54	84	3181	3211	1.03e-08	58.4
AT3G44340.5	AT3G44340.3	100.000	31	0	0	54	84	3181	3211	1.03e-08	58.4
AT3G44340.5	AT3G44340.4	100.000	31	0	0	54	84	3181	3211	1.03e-08	58.4
AT3G07940.2	AT3G07940.1	100.000	50	0	0	47	96	781	830	3.31e-19	93.5
AT4G30130.2	AT4G30130.3	100.000	186	0	0	1	186	1572	1757	1.84e-94	344
AT4G30130.2	AT4G30130.1	100.000	186	0	0	1	186	1572	1757	1.84e-94	344
AT1G22200.2	AT1G22200.1	100.000	120	0	0	1	120	1011	1130	5.38e-58	222
AT2G17010.2	AT2G17010.1	100.000	51	0	0	1	51	2022	2072	3.66e-20	95.3
AT1G22140.3	AT1G22140.2	100.000	49	0	0	30	78	147	195	9.15e-19	91.6
AT1G10417.1	AT1G10417.4	100.000	31	0	0	1	31	1296	1326	9.28e-09	58.4
AT5G20165.3	AT5G20165.1	100.000	70	0	0	93	162	144	213	4.81e-30	130
AT4G39620.2	AT4G39620.1	100.000	58	0	0	3	60	1507	1564	6.16e-24	108
AT3G01990.2	AT3G01990.9	100.000	35	0	0	74	108	974	1008	8.41e-11	65.8
AT3G01990.2	AT3G01990.4	100.000	35	0	0	74	108	1016	1050	8.41e-11	65.8
AT5G09900.1	AT5G09900.3	100.000	51	0	0	1	51	1331	1381	3.66e-20	95.3
AT1G14560.2	AT1G14560.3	100.000	40	0	0	69	108	608	647	1.40e-13	75.0
AT1G14560.2	AT1G14560.1	100.000	40	0	0	69	108	902	941	1.40e-13	75.0
AT1G10060.4	AT1G10060.5	100.000	87	0	0	1	87	1332	1418	7.98e-40	161
AT1G10060.4	AT1G10060.2	100.000	87	0	0	1	87	1044	1130	7.98e-40	161
AT1G10060.4	AT1G10060.3	100.000	87	0	0	1	87	846	932	7.98e-40	161
AT4G36380.2	AT4G36380.1	100.000	361	0	0	6	366	1215	1575	0.0	667
AT5G55490.5	AT5G55490.3	100.000	198	0	0	67	264	1192	1389	5.81e-101	366
AT5G55490.5	AT5G55490.8	100.000	198	0	0	67	264	1192	1389	5.81e-101	366
AT5G55490.5	AT5G55490.6	100.000	198	0	0	67	264	1192	1389	5.81e-101	366
AT5G55490.5	AT5G55490.7	100.000	192	0	0	67	258	1192	1383	1.26e-97	355
AT5G55490.5	AT5G55490.1	100.000	192	0	0	67	258	1192	1383	1.26e-97	355
AT5G55490.5	AT5G55490.9	100.000	192	0	0	67	258	1192	1383	1.26e-97	355
AT1G30540.4	AT1G30540.2	100.000	29	0	0	26	54	657	685	6.86e-08	54.7
AT1G30540.4	AT1G30540.1	100.000	29	0	0	26	54	870	898	6.86e-08	54.7
